CommonName,PublishedSortOrder,BioDataTaxonName,HybridFlag,BenchTaxonName,BenchTaxonReferenceCode,ITIS_TSN,ITIS_MatchCode,PublishedTaxonNameLevel,PublishedTaxonName,PublishedTaxonNameAuthority,ScientificName,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Superfamily,Family,Subfamily,Genus,Species,Subspecies,TaxonVersionNumber
redline darter,1001023,Etheostoma rufilineatum,N,Etheostoma rufilineatum,"",168428,exact match,Species,Etheostoma rufilineatum,"(Cope, 1870)","Etheostoma rufilineatum (Cope, 1870)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma rufilineatum,"",5.5
rock darter,1001024,Etheostoma rupestre,N,Etheostoma rupestre,"",168429,exact match,Species,Etheostoma rupestre,"Gilbert and Swain in Gilbert, 1887","Etheostoma rupestre Gilbert and Swain in Gilbert, 1887",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma rupestre,"",5.5
Cherokee Darter,1001027,Etheostoma scotti,N,Etheostoma scotti,"",553382,exact match,Species,Etheostoma scotti,"Bauer, Etnier and Burkhead, 1995","Etheostoma scotti Bauer, Etnier and Burkhead, 1995",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma scotti,"",5.5
sawcheek darter,1001029,Etheostoma serrifer,N,Etheostoma serrifer,"",168362,exact match,Species,Etheostoma serrifer,"(Hubbs and Cannon, 1935)","Etheostoma serrifer (Hubbs and Cannon, 1935)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma serrifer,"",5.5
snubnose darter,1001030,Etheostoma simoterum,N,Etheostoma simoterum,"",168431,exact match,Species,Etheostoma simoterum,"(Cope, 1868)","Etheostoma simoterum (Cope, 1868)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma simoterum,"",5.5
orangethroat darter,1001032,Etheostoma spectabile,N,Etheostoma spectabile,"",168368,exact match,Species,Etheostoma spectabile,"(Agassiz, 1854)","Etheostoma spectabile (Agassiz, 1854)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma spectabile,"",5.5
spottail darter,1001033,Etheostoma squamiceps,N,Etheostoma squamiceps,"",168436,exact match,Species,Etheostoma squamiceps,"Jordan, 1877","Etheostoma squamiceps Jordan, 1877",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma squamiceps,"",5.5
speckled darter,1001034,Etheostoma stigmaeum,N,Etheostoma stigmaeum,"",168437,exact match,Species,Etheostoma stigmaeum,"(Jordan, 1877)","Etheostoma stigmaeum (Jordan, 1877)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma stigmaeum,"",5.5
gulf darter,1001036,Etheostoma swaini,N,Etheostoma swaini,"",168439,exact match,Species,Etheostoma swaini,"(Jordan, 1884)","Etheostoma swaini (Jordan, 1884)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma swaini,"",5.5
Swannanoa darter,1001037,Etheostoma swannanoa,N,Etheostoma swannanoa,"",168440,exact match,Species,Etheostoma swannanoa,"Jordan and Evermann in Jordan, 1889","Etheostoma swannanoa Jordan and Evermann in Jordan, 1889",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma swannanoa,"",5.5
Tallapoosa Darter,1001038,Etheostoma tallapoosae,N,Etheostoma tallapoosae,"",201996,exact match,Species,Etheostoma tallapoosae,"Suttkus and Etnier, 1991","Etheostoma tallapoosae Suttkus and Etnier, 1991",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma tallapoosae,"",5.5
Missouri saddled darter,1001039,Etheostoma tetrazonum,N,Etheostoma tetrazonum,"",168441,exact match,Species,Etheostoma tetrazonum,"(Hubbs and Black, 1940)","Etheostoma tetrazonum (Hubbs and Black, 1940)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma tetrazonum,"",5.5
seagreen darter,1001040,Etheostoma thalassinum,N,Etheostoma thalassinum,"",168442,exact match,Species,Etheostoma thalassinum,"(Jordan and Brayton, 1878)","Etheostoma thalassinum (Jordan and Brayton, 1878)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma thalassinum,"",5.5
Tippecanoe darter,1001041,Etheostoma tippecanoe,N,Etheostoma tippecanoe,"",168443,exact match,Species,Etheostoma tippecanoe,"Jordan and Evermann, 1890","Etheostoma tippecanoe Jordan and Evermann, 1890",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma tippecanoe,"",5.5
variegate darter,1001044,Etheostoma variatum,N,Etheostoma variatum,"",168446,exact match,Species,Etheostoma variatum,"Kirtland, 1840","Etheostoma variatum Kirtland, 1840",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma variatum,"",5.5
glassy darter,1001046,Etheostoma vitreum,N,Etheostoma vitreum,"",168364,exact match,Species,Etheostoma vitreum,"(Cope, 1870)","Etheostoma vitreum (Cope, 1870)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma vitreum,"",5.5
wounded darter,1001047,Etheostoma vulneratum,N,Etheostoma vulneratum,"",168463,exact match,Species,Etheostoma vulneratum,"(Cope, 1870)","Etheostoma vulneratum (Cope, 1870)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma vulneratum,"",5.5
redfin darter,1001049,Etheostoma whipplei,N,Etheostoma whipplei,"",168448,exact match,Species,Etheostoma whipplei,"(Girard, 1859)","Etheostoma whipplei (Girard, 1859)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma whipplei,"",5.5
banded darter,1001050,Etheostoma zonale,N,Etheostoma zonale,"",168449,exact match,Species,Etheostoma zonale,"(Cope, 1868)","Etheostoma zonale (Cope, 1868)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma zonale,"",5.5
yellow perch,1001056,Perca flavescens,N,Perca flavescens,"",168469,exact match,Species,Perca flavescens,"(Mitchill, 1814)","Perca flavescens (Mitchill, 1814)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Perca,Perca flavescens,"",5.5
roughbelly darters,1001057,Percina,N,Percina,"",168471,exact match,Genus,Percina,"Haldeman, 1842","Percina Haldeman, 1842",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,"","",5.5
tangerine darter,1001059,Percina aurantiaca,N,Percina aurantiaca,"",168477,exact match,Species,Percina aurantiaca,"(Cope, 1868)","Percina aurantiaca (Cope, 1868)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina aurantiaca,"",5.5
blotchside darter,1001061,Percina burtoni,N,Percina burtoni,"",168479,exact match,Species,Percina burtoni,"Fowler, 1945","Percina burtoni Fowler, 1945",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina burtoni,"",5.5
logperch,1001062,Percina caprodes,N,Percina caprodes,"",168472,exact match,Species,Percina caprodes,"(Rafinesque, 1818)","Percina caprodes (Rafinesque, 1818)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina caprodes,"",5.5
Texas logperch,1001063,Percina carbonaria,N,Percina carbonaria,"",168501,exact match,Species,Percina carbonaria,"(Baird and Girard, 1853)","Percina carbonaria (Baird and Girard, 1853)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina carbonaria,"",5.5
Piedmont darter,1001065,Percina crassa,N,Percina crassa,"",168481,exact match,Species,Percina crassa,"(Jordan and Brayton, 1878)","Percina crassa (Jordan and Brayton, 1878)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina crassa,"",5.5
gilt darter,1001067,Percina evides,N,Percina evides,"",168483,exact match,Species,Percina evides,"(Jordan and Copeland in Jordan, 1877)","Percina evides (Jordan and Copeland in Jordan, 1877)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina evides,"",5.5
Appalachia darter,1001068,Percina gymnocephala,N,Percina gymnocephala,"",168484,exact match,Species,Percina gymnocephala,"Beckham, 1980","Percina gymnocephala Beckham, 1980",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina gymnocephala,"",5.5
Mobile logperch,1001070,Percina kathae,N,Percina kathae,"",650182,exact match,Species,Percina kathae,"Thompson, 1997","Percina kathae Thompson, 1997",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina kathae,"",5.5
longhead darter,1001072,Percina macrocephala,N,Percina macrocephala,"",168486,exact match,Species,Percina macrocephala,"(Cope, 1867)","Percina macrocephala (Cope, 1867)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina macrocephala,"",5.5
bigscale logperch,1001073,Percina macrolepida,N,Percina macrolepida,"",168487,exact match,Species,Percina macrolepida,"Stevenson, 1971","Percina macrolepida Stevenson, 1971",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina macrolepida,"",5.5
blackside darter,1001074,Percina maculata,N,Percina maculata,"",168488,exact match,Species,Percina maculata,"(Girard, 1859)","Percina maculata (Girard, 1859)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina maculata,"",5.5
Chainback Darter,1001076,Percina nevisense,N,Percina nevisense,"",168471,mapped to nearest ITIS parent taxon,Species,Percina nevisense,"(Cope, 1870)","Percina nevisense (Cope, 1870)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina nevisense,"",5.5
blackbanded darter,1001077,Percina nigrofasciata,N,Percina nigrofasciata,"",168490,exact match,Species,Percina nigrofasciata,"(Agassiz, 1854)","Percina nigrofasciata (Agassiz, 1854)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina nigrofasciata,"",5.5
sharpnose darter,1001079,Percina oxyrhynchus,N,Percina oxyrhynchus,"",201997,exact match,Species,Percina oxyrhynchus,"(Hubbs and Raney, 1939)","Percina oxyrhynchus (Hubbs and Raney, 1939)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina oxyrhynchus,"",5.5
bronze darter,1001080,Percina palmaris,N,Percina palmaris,"",168492,exact match,Species,Percina palmaris,"(Bailey, 1940)","Percina palmaris (Bailey, 1940)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina palmaris,"",5.5
shield darter,1001082,Percina peltata,N,Percina peltata,"",168474,exact match,Species,Percina peltata,"(Stauffer in Cope, 1864)","Percina peltata (Stauffer in Cope, 1864)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina peltata,"",5.5
slenderhead darter,1001083,Percina phoxocephala,N,Percina phoxocephala,"",168494,exact match,Species,Percina phoxocephala,"(Nelson, 1876)","Percina phoxocephala (Nelson, 1876)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina phoxocephala,"",5.5
Roanoke darter,1001085,Percina roanoka,N,Percina roanoka,"",168496,exact match,Species,Percina roanoka,"(Jordan and Jenkins in Jordan, 1889)","Percina roanoka (Jordan and Jenkins in Jordan, 1889)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina roanoka,"",5.5
dusky darter,1001086,Percina sciera,N,Percina sciera,"",168475,exact match,Species,Percina sciera,"(Swain, 1883)","Percina sciera (Swain, 1883)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina sciera,"",5.5
river darter,1001087,Percina shumardi,N,Percina shumardi,"",168497,exact match,Species,Percina shumardi,"(Girard, 1859)","Percina shumardi (Girard, 1859)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina shumardi,"",5.5
Bankhead Darter,1001088,Percina sipsi,N,Percina sipsi,"",168471,mapped to nearest ITIS parent taxon,Species,Percina sipsi,"Williams and Neely, 2007","Percina sipsi Williams and Neely, 2007",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina sipsi,"",5.5
Muscadine Darter,1001089,Percina smithvanizi,N,Percina smithvanizi,"",168471,mapped to nearest ITIS parent taxon,Species,Percina smithvanizi,"Williams and Walsh, 2007","Percina smithvanizi Williams and Walsh, 2007",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina smithvanizi,"",5.5
olive darter,1001090,Percina squamata,N,Percina squamata,"",168498,exact match,Species,Percina squamata,"(Gilbert and Swain in Gilbert, 1887)","Percina squamata (Gilbert and Swain in Gilbert, 1887)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina squamata,"",5.5
snail darter,1001091,Percina tanasi,N,Percina tanasi,"",168499,exact match,Species,Percina tanasi,"Etnier, 1976","Percina tanasi Etnier, 1976",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Percina,Percina tanasi,"",5.5
pikeperches,1001094,Sander,N,Sander,"",650162,exact match,Genus,Sander,"Oken, 1817","Sander Oken, 1817",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Sander,"","",5.5
saugeye,1001095,Sander canadense x Sander vitreum,Y,Sander canadense x Sander vitreum,"",650162,exact match,Genus,Sander,"Oken, 1817","Sander Oken, 1817",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Sander,"","",5.5
sauger,1001096,Sander canadensis,N,Sander canadensis,"",650171,exact match,Species,Sander canadensis,"(Griffith and Smith, 1834)","Sander canadensis (Griffith and Smith, 1834)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Sander,Sander canadensis,"",5.5
walleye,1001097,Sander vitreus,N,Sander vitreus,"",650173,exact match,Species,Sander vitreus,"(Mitchill, 1818)","Sander vitreus (Mitchill, 1818)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Sander,Sander vitreus,"",5.5
crevalle jack,1001100,Caranx hippos,N,Caranx hippos,"",168609,exact match,Species,Caranx hippos,"(Linnaeus, 1766)","Caranx hippos (Linnaeus, 1766)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Carangidae,"",Caranx,Caranx hippos,"",5.5
spotfin mojarra,1001103,Eucinostomus argenteus,N,Eucinostomus argenteus,"",169015,exact match,Species,Eucinostomus argenteus,"Baird and Girard in Baird, 1855","Eucinostomus argenteus Baird and Girard in Baird, 1855",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Gerreidae,"",Eucinostomus,Eucinostomus argenteus,"",5.5
sheepshead,1001108,Archosargus probatocephalus,N,Archosargus probatocephalus,"",169189,exact match,Species,Archosargus probatocephalus,"(Walbaum, 1792)","Archosargus probatocephalus (Walbaum, 1792)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Sparidae,"",Archosargus,Archosargus probatocephalus,"",5.5
freshwater drum,1001111,Aplodinotus grunniens,N,Aplodinotus grunniens,"",169364,exact match,Species,Aplodinotus grunniens,"Rafinesque, 1819","Aplodinotus grunniens Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Sciaenidae,"",Aplodinotus,Aplodinotus grunniens,"",5.5
Everglades pygmy sunfish,1001128,Elassoma evergladei,N,Elassoma evergladei,"",168169,exact match,Species,Elassoma evergladei,"Jordan, 1884","Elassoma evergladei Jordan, 1884",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Elassomatidae,"",Elassoma,Elassoma evergladei,"",5.5
banded pygmy sunfish,1001131,Elassoma zonatum,N,Elassoma zonatum,"",168171,exact match,Species,Elassoma zonatum,"Jordan, 1877","Elassoma zonatum Jordan, 1877",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Elassomatidae,"",Elassoma,Elassoma zonatum,"",5.5
tule perch,1001134,Hysterocarpus traskii,N,Hysterocarpus traskii,"",553322,exact match,Species,Hysterocarpus traskii,"Gibbons, 1854","Hysterocarpus traskii Gibbons, 1854",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Embiotocidae,"",Hysterocarpus,Hysterocarpus traskii,"",5.5
black acara,1001143,Cichlasoma bimaculatum,N,Cichlasoma bimaculatum,"",169775,exact match,Species,Cichlasoma bimaculatum,"(Linnaeus, 1758)","Cichlasoma bimaculatum (Linnaeus, 1758)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Cichlidae,"",Cichlasoma,Cichlasoma bimaculatum,"",5.5
Rio Grande Cichlid,1001146,Herichthys cyanoguttatum,N,Herichthys cyanoguttatum,"",649487,exact match,Species,Herichthys cyanoguttatum,"Baird and Girard, 1854","Herichthys cyanoguttatum Baird and Girard, 1854",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Cichlidae,"",Herichthys,Herichthys cyanoguttatum,"",5.5
blue tilapia,1001150,Oreochromis aureus,N,Oreochromis aureus,"",553308,exact match,Species,Oreochromis aureus,"(Steindachner, 1864)","Oreochromis aureus (Steindachner, 1864)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Cichlidae,"",Oreochromis,Oreochromis aureus,"",5.5
Mozambique tilapia,1001151,Oreochromis mossambicus,N,Oreochromis mossambicus,"",170015,exact match,Species,Oreochromis mossambicus,"(Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Cichlidae,"",Oreochromis,Oreochromis mossambicus,"",5.5
redbelly tilapia,1001156,Tilapia zillii,N,Tilapia zillii,"",169813,exact match,Species,Tilapia zillii,"(Gervais, 1848)","Tilapia zillii (Gervais, 1848)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Cichlidae,"",Tilapia,Tilapia zillii,"",5.5
Akupa sleeper,1001161,Eleotris sandwicensis,N,Eleotris sandwicensis,"",171930,exact match,Species,Eleotris sandwicensis,"Vaillant and Sauvage, 1875","Eleotris sandwicensis Vaillant and Sauvage, 1875",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Eleotridae,"",Eleotris,Eleotris sandwicensis,"",5.5
Pacific river goby,1001164,Awaous guamensis,N,Awaous guamensis,"",553326,exact match,Species,Awaous guamensis,"(Valenciennes in Cuvier and Valenciennes, 1837)","Awaous guamensis (Valenciennes in Cuvier and Valenciennes, 1837)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Gobiidae,"",Awaous,Awaous guamensis,"",5.5
naked goby,1001166,Gobiosoma bosc,N,Gobiosoma bosc,"",171789,exact match,Species,Gobiosoma bosc,"(Lacepède, 1800)","Gobiosoma bosc (Lacepède, 1800)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Gobiidae,"",Gobiosoma,Gobiosoma bosc,"",5.5
