Superclass,Class,Subclass,Superorder,Order,Superfamily,Family,Genus,Species,Species_period
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis nubilus,Notropis.nubilus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis oxyrhynchus,Notropis.oxyrhynchus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis ozarcanus,Notropis.ozarcanus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis percobromus,Notropis.percobromus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis perpallidus,Notropis.perpallidus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis petersoni,Notropis.petersoni
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis photogenis,Notropis.photogenis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis potteri,Notropis.potteri
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis procne,Notropis.procne
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis rafinesquei,Notropis.rafinesquei
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis rubellus,Notropis.rubellus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis rubricroceus,Notropis.rubricroceus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis sabinae,Notropis.sabinae
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis scabriceps,Notropis.scabriceps
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis scepticus,Notropis.scepticus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis semperasper,Notropis.semperasper
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis shumardi,Notropis.shumardi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis simus,Notropis.simus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis spectrunculus,Notropis.spectrunculus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis stilbius,Notropis.stilbius
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis stramineus,Notropis.stramineus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis suttkusi,Notropis.suttkusi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis telescopus,Notropis.telescopus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis texanus,Notropis.texanus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis topeka,Notropis.topeka
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis uranoscopus,Notropis.uranoscopus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis volucellus,Notropis.volucellus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis volucellus x rubellus,Notropis.volucellus.x.rubellus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis wickliffi,Notropis.wickliffi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Notropis,Notropis xaenocephalus,Notropis.xaenocephalus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus albater,Noturus.albater
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus elegans,Noturus.elegans
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus eleutherus,Noturus.eleutherus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus exilis,Noturus.exilis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus fasciatus,Noturus.fasciatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus flavater,Noturus.flavater
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus flavipinnis,Noturus.flavipinnis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus flavus,Noturus.flavus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus funebris,Noturus.funebris
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus furiosus,Noturus.furiosus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus gyrinus,Noturus.gyrinus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus hildebrandi,Noturus.hildebrandi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus insignis,Noturus.insignis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus lachneri,Noturus.lachneri
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus leptacanthus,Noturus.leptacanthus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus miurus,Noturus.miurus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus munitus,Noturus.munitus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus nocturnus,Noturus.nocturnus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus phaeus,Noturus.phaeus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Noturus,Noturus stigmosus,Noturus.stigmosus
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,Oncorhynchus.clarkii
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Oncorhynchus.kisutch
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Oncorhynchus.mykiss
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Oncorhynchus,Oncorhynchus mykiss x clarki,Oncorhynchus.mykiss.x.clarki
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Oncorhynchus,Oncorhynchus nerka,Oncorhynchus.nerka
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,Oncorhynchus.tshawytscha
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Opsopoeodus,Opsopoeodus emiliae,Opsopoeodus.emiliae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Cichlidae,Oreochromis,Oreochromis aureus,Oreochromis.aureus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Cichlidae,Oreochromis,Oreochromis mossambicus,Oreochromis.mossambicus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Cichlidae,Oreochromis,Oreochromis niloticus,Oreochromis.niloticus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Orthodon,Orthodon microlepidotus,Orthodon.microlepidotus
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Osmeriformes,Osmeroidea,Osmeridae,Osmerus,Osmerus mordax,Osmerus.mordax
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Pantosteus,Pantosteus lahontan,Pantosteus.lahontan
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Pleuronectiformes,,Paralichthyidae,Paralichthys,Paralichthys lethostigma,Paralichthys.lethostigma
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Perca,Perca flavescens,Perca.flavescens
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina aurantiaca,Percina.aurantiaca
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina aurolineata,Percina.aurolineata
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina aurora,Percina.aurora
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina burtoni,Percina.burtoni
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina caprodes,Percina.caprodes
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina caprodes x macrocephala,Percina.caprodes.x.macrocephala
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina carbonaria,Percina.carbonaria
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina copelandi,Percina.copelandi
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina crassa,Percina.crassa
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina cymatotaenia,Percina.cymatotaenia
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina evides,Percina.evides
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina fulvitaenia,Percina.fulvitaenia
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina gymnocephala,Percina.gymnocephala
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina kathae,Percina.kathae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina lenticula,Percina.lenticula
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina macrocephala,Percina.macrocephala
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina macrolepida,Percina.macrolepida
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina maculata,Percina.maculata
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina nasuta,Percina.nasuta
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina nevisense,Percina.nevisense
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina nigrofasciata,Percina.nigrofasciata
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina notogramma,Percina.notogramma
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina oxyrhynchus,Percina.oxyrhynchus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina palmaris,Percina.palmaris
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina pantherina,Percina.pantherina
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina peltata,Percina.peltata
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina phoxocephala,Percina.phoxocephala
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina rex,Percina.rex
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina roanoka,Percina.roanoka
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina sciera,Percina.sciera
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina shumardi,Percina.shumardi
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina sipsi,Percina.sipsi
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina smithvanizi,Percina.smithvanizi
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina squamata,Percina.squamata
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina stictogaster,Percina.stictogaster
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina suttkusi,Percina.suttkusi
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina tanasi,Percina.tanasi
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina uranidea,Percina.uranidea
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Percina,Percina vigil,Percina.vigil
Osteichthyes,Actinopterygii,Neopterygii,Paracanthopterygii,Percopsiformes,,Percopsidae,Percopsis,Percopsis omiscomaycus,Percopsis.omiscomaycus
Osteichthyes,Actinopterygii,Neopterygii,Paracanthopterygii,Percopsiformes,,Percopsidae,Percopsis,Percopsis transmontana,Percopsis.transmontana
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Petromyzon,Petromyzon marinus,Petromyzon.marinus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Phenacobius,Phenacobius catostomus,Phenacobius.catostomus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Phenacobius,Phenacobius crassilabrum,Phenacobius.crassilabrum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Phenacobius,Phenacobius mirabilis,Phenacobius.mirabilis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Phenacobius,Phenacobius teretulus,Phenacobius.teretulus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Phenacobius,Phenacobius uranops,Phenacobius.uranops
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pimephales,Pimephales notatus,Pimephales.notatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pimephales,Pimephales promelas,Pimephales.promelas
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pimephales,Pimephales tenellus,Pimephales.tenellus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pimephales,Pimephales vigilax,Pimephales.vigilax
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Plagopterus,Plagopterus argentissimus,Plagopterus.argentissimus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Pleuronectiformes,,Pleuronectidae,Platichthys,Platichthys stellatus,Platichthys.stellatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Platygobio,Platygobio gracilis,Platygobio.gracilis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Poeciliidae,Poecilia,Poecilia formosa,Poecilia.formosa
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Poeciliidae,Poecilia,Poecilia latipinna,Poecilia.latipinna
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Poeciliidae,Poecilia,Poecilia sphenops,Poecilia.sphenops
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Poeciliidae,Poeciliopsis,Poeciliopsis occidentalis,Poeciliopsis.occidentalis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pogonichthys,Pogonichthys macrolepidotus,Pogonichthys.macrolepidotus
Osteichthyes,Actinopterygii,Chondrostei,,Acipenseriformes,,Polyodontidae,Polyodon,Polyodon spathula,Polyodon.spathula
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Pomatomidae,Pomatomus,Pomatomus saltatrix,Pomatomus.saltatrix
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Pomoxis,Pomoxis annularis,Pomoxis.annularis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Pomoxis,Pomoxis nigromaculatus,Pomoxis.nigromaculatus
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Prosopium,Prosopium cylindraceum,Prosopium.cylindraceum
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Prosopium,Prosopium williamsoni,Prosopium.williamsoni
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pteronotropis,Pteronotropis euryzonus,Pteronotropis.euryzonus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pteronotropis,Pteronotropis grandipinnis,Pteronotropis.grandipinnis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pteronotropis,Pteronotropis hypselopterus,Pteronotropis.hypselopterus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pteronotropis,Pteronotropis merlini,Pteronotropis.merlini
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pteronotropis,Pteronotropis metallicus,Pteronotropis.metallicus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pteronotropis,Pteronotropis signipinnis,Pteronotropis.signipinnis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pteronotropis,Pteronotropis stonei,Pteronotropis.stonei
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Loricariidae,Pterygoplichthys,Pterygoplichthys anisitsi,Pterygoplichthys.anisitsi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Loricariidae,Pterygoplichthys,Pterygoplichthys disjunctivus,Pterygoplichthys.disjunctivus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Loricariidae,Pterygoplichthys,Pterygoplichthys multiradiatus,Pterygoplichthys.multiradiatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Ptychocheilus,Ptychocheilus grandis,Ptychocheilus.grandis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Ptychocheilus,Ptychocheilus lucius,Ptychocheilus.lucius
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Ptychocheilus,Ptychocheilus oregonensis,Ptychocheilus.oregonensis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Ptychocheilus,Ptychocheilus umpquae,Ptychocheilus.umpquae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,,Gasterosteidae,Pungitius,Pungitius pungitius,Pungitius.pungitius
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Pylodictis,Pylodictis olivaris,Pylodictis.olivaris
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Rhinichthys,Rhinichthys atratulus,Rhinichthys.atratulus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Rhinichthys,Rhinichthys cataractae,Rhinichthys.cataractae
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Rhinichthys,Rhinichthys cobitis,Rhinichthys.cobitis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Rhinichthys,Rhinichthys evermanni,Rhinichthys.evermanni
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Rhinichthys,Rhinichthys falcatus,Rhinichthys.falcatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Rhinichthys,Rhinichthys obtusus,Rhinichthys.obtusus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Rhinichthys,Rhinichthys osculus,Rhinichthys.osculus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Rhinichthys,Rhinichthys umatilla,Rhinichthys.umatilla
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Richardsonius,Richardsonius balteatus,Richardsonius.balteatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Richardsonius,Richardsonius egregius,Richardsonius.egregius
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Richardsonius x rhinichthys,Richardsonius x rhinichthys balteatus x osculus,Richardsonius.x.rhinichthys.balteatus.x.osculus
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Salmo,Salmo salar,Salmo.salar
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Salmo,Salmo trutta,Salmo.trutta
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Salmo x salvelinus,Salmo x salvelinus trutta x fontinalis,Salmo.x.salvelinus.trutta.x.fontinalis
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Salvelinus,Salvelinus confluentus,Salvelinus.confluentus
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Salvelinus,Salvelinus fontinalis,Salvelinus.fontinalis
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Salvelinus,Salvelinus malma,Salvelinus.malma
Osteichthyes,Actinopterygii,Neopterygii,Protacanthopterygii,Salmoniformes,,Salmonidae,Salvelinus,Salvelinus namaycush,Salvelinus.namaycush
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Sander,Sander canadense x vitreum,Sander.canadense.x.vitreum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Sander,Sander canadensis,Sander.canadensis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Sander,Sander canadensis x vitreus,Sander.canadensis.x.vitreus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Sander,Sander vitreus,Sander.vitreus
Osteichthyes,Actinopterygii,Chondrostei,,Acipenseriformes,,Acipenseridae,Scaphirhynchus,Scaphirhynchus albus,Scaphirhynchus.albus
Osteichthyes,Actinopterygii,Chondrostei,,Acipenseriformes,,Acipenseridae,Scaphirhynchus,Scaphirhynchus platorynchus,Scaphirhynchus.platorynchus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Scardinius,Scardinius erythropthalmus,Scardinius.erythropthalmus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Sciaenidae,Sciaenops,Sciaenops ocellatus,Sciaenops.ocellatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Semotilus,Semotilus atromaculatus,Semotilus.atromaculatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Semotilus,Semotilus corporalis,Semotilus.corporalis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Semotilus,Semotilus lumbee,Semotilus.lumbee
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Semotilus,Semotilus thoreauianus,Semotilus.thoreauianus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Semotilus x clinostomus,Semotilus x clinostomus atromaculatus x elongatus,Semotilus.x.clinostomus.atromaculatus.x.elongatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Snyderichthys,Snyderichthys copei,Snyderichthys.copei
