Superclass,Class,Subclass,Superorder,Order,Superfamily,Family,Genus,Species,Species_period
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma edwini,Etheostoma.edwini
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma euzonum,Etheostoma.euzonum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma exile,Etheostoma.exile
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma flabellare,Etheostoma.flabellare
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma flavum,Etheostoma.flavum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma fragi,Etheostoma.fragi
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma fricksium,Etheostoma.fricksium
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma fusiforme,Etheostoma.fusiforme
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma gracile,Etheostoma.gracile
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma grahami,Etheostoma.grahami
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma gutselli,Etheostoma.gutselli
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma histrio,Etheostoma.histrio
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma hopkinsi,Etheostoma.hopkinsi
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma inscriptum,Etheostoma.inscriptum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma jessiae,Etheostoma.jessiae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma jordani,Etheostoma.jordani
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma juliae,Etheostoma.juliae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma kantuckeense,Etheostoma.kantuckeense
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma kennicotti,Etheostoma.kennicotti
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma lachneri,Etheostoma.lachneri
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma lepidum,Etheostoma.lepidum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma longimanum,Etheostoma.longimanum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma luteovinctum,Etheostoma.luteovinctum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma lynceum,Etheostoma.lynceum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma maculatum,Etheostoma.maculatum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma mariae,Etheostoma.mariae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma meadiae,Etheostoma.meadiae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma microperca,Etheostoma.microperca
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma mihileze,Etheostoma.mihileze
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma neopterum,Etheostoma.neopterum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma nianguae,Etheostoma.nianguae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma nigripinne,Etheostoma.nigripinne
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma nigrum,Etheostoma.nigrum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma occidentale,Etheostoma.occidentale
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma olivaceum,Etheostoma.olivaceum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma olmstedi,Etheostoma.olmstedi
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma oophylax,Etheostoma.oophylax
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma orientale,Etheostoma.orientale
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma osburni,Etheostoma.osburni
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma osburni x variatum,Etheostoma.osburni.x.variatum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma parvipinne,Etheostoma.parvipinne
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma planasaxatile,Etheostoma.planasaxatile
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma podostemone,Etheostoma.podostemone
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma proeliare,Etheostoma.proeliare
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma punctulatum,Etheostoma.punctulatum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma radiosum,Etheostoma.radiosum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma rafinesquei,Etheostoma.rafinesquei
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma ramseyi,Etheostoma.ramseyi
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma rufilineatum,Etheostoma.rufilineatum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma rupestre,Etheostoma.rupestre
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma sagitta,Etheostoma.sagitta
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma sanguifluum,Etheostoma.sanguifluum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma scotti,Etheostoma.scotti
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma serrifer,Etheostoma.serrifer
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma simoterum,Etheostoma.simoterum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma spectabile,Etheostoma.spectabile
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma squamiceps,Etheostoma.squamiceps
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma stigmaeum,Etheostoma.stigmaeum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma swaini,Etheostoma.swaini
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma swannanoa,Etheostoma.swannanoa
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma tallapoosae,Etheostoma.tallapoosae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma teddyroosevelt,Etheostoma.teddyroosevelt
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma tennesseense,Etheostoma.tennesseense
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma tetrazonum,Etheostoma.tetrazonum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma thalassinum,Etheostoma.thalassinum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma tippecanoe,Etheostoma.tippecanoe
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma variatum,Etheostoma.variatum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma virgatum,Etheostoma.virgatum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma vitreum,Etheostoma.vitreum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma vulneratum,Etheostoma.vulneratum
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma whipplei,Etheostoma.whipplei
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma zonale,Etheostoma.zonale
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Percidae,Etheostoma,Etheostoma zonistium,Etheostoma.zonistium
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Gerreidae,Eucinostomus,Eucinostomus argenteus,Eucinostomus.argenteus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Gerreidae,Eucinostomus,Eucinostomus harengulus,Eucinostomus.harengulus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Exoglossum,Exoglossum laurae,Exoglossum.laurae
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Exoglossum,Exoglossum maxillingua,Exoglossum.maxillingua
Osteichthyes,Actinopterygii,Neopterygii,Paracanthopterygii,Percopsiformes,,Amblyopsidae,Forbesichthys,Forbesichthys agassizii,Forbesichthys.agassizii
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus bifax,Fundulus.bifax
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus catenatus,Fundulus.catenatus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus chrysotus,Fundulus.chrysotus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus diaphanus,Fundulus.diaphanus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus dispar,Fundulus.dispar
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus escambiae,Fundulus.escambiae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus euryzonus,Fundulus.euryzonus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus grandis,Fundulus.grandis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus heteroclitus,Fundulus.heteroclitus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus kansae,Fundulus.kansae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus lineolatus,Fundulus.lineolatus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus luciae,Fundulus.luciae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus majalis,Fundulus.majalis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus notatus,Fundulus.notatus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus olivaceus,Fundulus.olivaceus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus rathbuni,Fundulus.rathbuni
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus sciadicus,Fundulus.sciadicus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus seminolis,Fundulus.seminolis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus stellifer,Fundulus.stellifer
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Fundulidae,Fundulus,Fundulus zebrinus,Fundulus.zebrinus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Poeciliidae,Gambusia,Gambusia affinis,Gambusia.affinis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Poeciliidae,Gambusia,Gambusia geiseri,Gambusia.geiseri
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Poeciliidae,Gambusia,Gambusia holbrooki,Gambusia.holbrooki
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Gasterosteiformes,,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,Gasterosteus.aculeatus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Gerreidae,Gerres,Gerres cinereus,Gerres.cinereus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Gila,Gila atraria,Gila.atraria
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Gila,Gila bicolor,Gila.bicolor
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Gila,Gila coerulea,Gila.coerulea
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Gila,Gila cypha,Gila.cypha
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Gila,Gila elegans,Gila.elegans
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Gila,Gila orcuttii,Gila.orcuttii
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Gila,Gila pandora,Gila.pandora
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Gila,Gila robusta,Gila.robusta
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Gila,Gila seminuda,Gila.seminuda
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Gobiidae,Gobioides,Gobioides broussoneti,Gobioides.broussoneti
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Eleotridae,Gobiomorus,Gobiomorus dormitor,Gobiomorus.dormitor
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Gobiidae,Gobionellus,Gobionellus oceanicus,Gobionellus.oceanicus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Gobiidae,Gobiosoma,Gobiosoma bosc,Gobiosoma.bosc
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Cichlidae,Hemichromis,Hemichromis letourneuxi,Hemichromis.letourneuxi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hemitremia,Hemitremia flammea,Hemitremia.flammea
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Cichlidae,Herichthys,Herichthys cyanoguttatus,Herichthys.cyanoguttatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hesperoleucus,Hesperoleucus symmetricus,Hesperoleucus.symmetricus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Poeciliidae,Heterandria,Heterandria formosa,Heterandria.formosa
Osteichthyes,Actinopterygii,Neopterygii,Osteoglossomorpha,Osteoglossiformes,Hiodontoidea,Hiodontidae,Hiodon,Hiodon alosoides,Hiodon.alosoides
Osteichthyes,Actinopterygii,Neopterygii,Osteoglossomorpha,Osteoglossiformes,Hiodontoidea,Hiodontidae,Hiodon,Hiodon tergisus,Hiodon.tergisus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Callichthyidae,Hoplosternum,Hoplosternum littorale,Hoplosternum.littorale
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybognathus,Hybognathus amarus,Hybognathus.amarus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybognathus,Hybognathus argyritis,Hybognathus.argyritis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybognathus,Hybognathus hankinsoni,Hybognathus.hankinsoni
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybognathus,Hybognathus hayi,Hybognathus.hayi
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybognathus,Hybognathus nuchalis,Hybognathus.nuchalis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybognathus,Hybognathus placitus,Hybognathus.placitus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybognathus,Hybognathus placitus x argyritis,Hybognathus.placitus.x.argyritis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybognathus,Hybognathus regius,Hybognathus.regius
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybopsis,Hybopsis amblops,Hybopsis.amblops
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybopsis,Hybopsis amnis,Hybopsis.amnis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybopsis,Hybopsis hypsinotus,Hybopsis.hypsinotus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybopsis,Hybopsis lineapunctata,Hybopsis.lineapunctata
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybopsis,Hybopsis rubrifrons,Hybopsis.rubrifrons
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hybopsis,Hybopsis winchelli,Hybopsis.winchelli
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Hypentelium,Hypentelium etowanum,Hypentelium.etowanum
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Hypentelium,Hypentelium nigricans,Hypentelium.nigricans
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Hypentelium,Hypentelium roanokense,Hypentelium.roanokense
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,Hypophthalmichthys.molitrix
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molotrix x nobilis,Hypophthalmichthys.molotrix.x.nobilis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys nobilis,Hypophthalmichthys.nobilis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Loricariidae,Hypostomus,Hypostomus plecostomus,Hypostomus.plecostomus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Embiotocidae,Hysterocarpus,Hysterocarpus traskii,Hysterocarpus.traskii
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Ichthyomyzon,Ichthyomyzon bdellium,Ichthyomyzon.bdellium
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Ichthyomyzon,Ichthyomyzon castaneus,Ichthyomyzon.castaneus
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Ichthyomyzon,Ichthyomyzon fossor,Ichthyomyzon.fossor
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Ichthyomyzon,Ichthyomyzon gagei,Ichthyomyzon.gagei
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Ichthyomyzon,Ichthyomyzon greeleyi,Ichthyomyzon.greeleyi
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Ichthyomyzon,Ichthyomyzon unicuspis,Ichthyomyzon.unicuspis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Ictalurus,Ictalurus furcatus,Ictalurus.furcatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Ictalurus,Ictalurus lupus,Ictalurus.lupus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Siluriformes,,Ictaluridae,Ictalurus,Ictalurus punctatus,Ictalurus.punctatus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Ictiobus,Ictiobus bubalus,Ictiobus.bubalus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Ictiobus,Ictiobus bubalus x niger,Ictiobus.bubalus.x.niger
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Ictiobus,Ictiobus cyprinellus,Ictiobus.cyprinellus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cobitoidea,Catostomidae,Ictiobus,Ictiobus niger,Ictiobus.niger
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Iotichthys,Iotichthys phlegethontis,Iotichthys.phlegethontis
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Cyprinodontiformes,,Cyprinodontidae,Jordanella,Jordanella floridae,Jordanella.floridae
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Atheriniformes,,Atherinidae,Labidesthes,Labidesthes sicculus,Labidesthes.sicculus
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Lampetra,Lampetra aepyptera,Lampetra.aepyptera
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Lampetra,Lampetra appendix,Lampetra.appendix
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Lampetra,Lampetra hubbsi,Lampetra.hubbsi
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Lampetra,Lampetra richardsoni,Lampetra.richardsoni
Agnatha,Cephalaspidomorphi,,,Petromyzontiformes,,Petromyzontidae,Lampetra,Lampetra tridentata,Lampetra.tridentata
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lavinia,Lavinia exilicauda,Lavinia.exilicauda
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Sciaenidae,Leiostomus,Leiostomus xanthurus,Leiostomus.xanthurus
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lepidomeda,Lepidomeda mollispinis,Lepidomeda.mollispinis
Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Lepidomeda,Lepidomeda vittata,Lepidomeda.vittata
Osteichthyes,Actinopterygii,Neopterygii,,Semionotiformes,,Lepisosteidae,Lepisosteus,Lepisosteus oculatus,Lepisosteus.oculatus
Osteichthyes,Actinopterygii,Neopterygii,,Semionotiformes,,Lepisosteidae,Lepisosteus,Lepisosteus oculatus x osseus,Lepisosteus.oculatus.x.osseus
Osteichthyes,Actinopterygii,Neopterygii,,Semionotiformes,,Lepisosteidae,Lepisosteus,Lepisosteus osseus,Lepisosteus.osseus
Osteichthyes,Actinopterygii,Neopterygii,,Semionotiformes,,Lepisosteidae,Lepisosteus,Lepisosteus platostomus,Lepisosteus.platostomus
Osteichthyes,Actinopterygii,Neopterygii,,Semionotiformes,,Lepisosteidae,Lepisosteus,Lepisosteus platostomus x osseus,Lepisosteus.platostomus.x.osseus
Osteichthyes,Actinopterygii,Neopterygii,,Semionotiformes,,Lepisosteidae,Lepisosteus,Lepisosteus platyrhincus,Lepisosteus.platyrhincus
Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,,Centrarchidae,Lepomis,Lepomis auritus,Lepomis.auritus
