SiteNumber,CollectionDate,Luxilus.cornutus,Micropterus.dolomieu,Notropis.atherinoides,Ambloplites.rupestris,Ameiurus.natalis,Campostoma.anomalum,Lepomis.gibbosus,Lepomis.macrochirus,Micropterus.salmoides,Nocomis.biguttatus,Pimephales.notatus,Ameiurus.melas,Cyprinus.carpio,Notropis.stramineus,Lepomis.cyanellus,Rhinichthys.atratulus,Semotilus.atromaculatus,Margariscus.margarita,Carassius.auratus,Pimephales.promelas,Ameiurus.nebulosus,Cyprinella.analostana,Lepomis.auritus,Notemigonus.crysoleucas,Notropis.amoenus,Semotilus.corporalis,Ameiurus.catus,Campostoma.oligolepis,Hybopsis.amblops,Lepomis.gulosus,Lepomis.megalotis,Luxilus.chrysocephalus,Lythrurus.lirus,Micropterus.punctulatus,Notropis.telescopus,Pomoxis.nigromaculatus,Clinostomus.funduloides,Cyprinella.galactura,Gambusia.affinis,Hemitremia.flammea,Lythrurus.fasciolaris,Cyprinella.spiloptera,Exoglossum.maxillingua,Ictalurus.punctatus,Notropis.hudsonius,Rhinichthys.cataractae,Micropterus.coosae,Notropis.volucellus,Noturus.exilis,Cyprinella.venusta,Lepomis.punctatus,Notropis.sabinae,Notropis.texanus,Noturus.nocturnus,Pimephales.vigilax,Salvelinus.malma,Oncorhynchus.kisutch,Oncorhynchus.mykiss,Heterandria.formosa,Lepomis.miniatus,Poecilia.latipinna,Lepomis.microlophus,Lepomis.symmetricus,Ictalurus.furcatus,Lepomis.humilis,Pomoxis.annularis,Salmo.salar,Notropis.procne,Noturus.insignis,Hybognathus.argyritis,Platygobio.gracilis,Oncorhynchus.clarkii,Prosopium.williamsoni,Salmo.trutta,Xiphophorus.hellerii,Notropis.dorsalis,Cyprinella.lutrensis,Cyprinella.whipplei,Notropis.buchanani,Acrocheilus.alutaceus,Ptychocheilus.oregonensis,Rhinichthys.osculus,Richardsonius.balteatus,Macrhybopsis.storeriana,Nocomis.micropogon,Notropis.photogenis,Noturus.flavus,Notropis.buccatus,Noturus.miurus,Phenacobius.mirabilis,Pylodictis.olivaris,Ctenopharyngodon.idella,Clinostomus.elongatus,Exoglossum.laurae,Ambloplites.ariommus,Lepomis.marginatus,Notropis.longirostris,Noturus.leptacanthus,Opsopoeodus.emiliae,Lythrurus.umbratilis,Salvelinus.fontinalis,Oncorhynchus.tshawytscha,Tinca.tinca,Notropis.rubellus,Notropis.chalybaeus,Salvelinus.confluentus,Noturus.gyrinus,Mylopharodon.conocephalus,Ptychocheilus.grandis,Hybognathus.placitus,Oncorhynchus.nerka,Luxilus.coccogenis,Gila.pandora,Nocomis.platyrhynchus,Notropis.leuciodus,Ambloplites.constellatus,Luxilus.pilsbryi,Cyprinella.camura,Luxilus.cardinalis,Notropis.percobromus,Notropis.greenei,Nocomis.asper,Notropis.boops,Notropis.nubilus,Luxilus.zonatus,Noturus.albater,Notropis.ozarcanus,Chrosomus.erythrogaster,Erimystax.harryi,Notropis.blennius,Cyprinella.callistia,Cyprinella.trichroistia,Notropis.stilbius,Luxilus.albeolus,Nocomis.leptocephalus,Notropis.scabriceps,Phenacobius.teretulus,Luxilus.cerasinus,Lythrurus.ardens,Notropis.rubricroceus,Chrosomus.oreas,Erimystax.dissimilis,Noturus.flavater,Chrosomus.eos,Lavinia.exilicauda,Hybognathus.hankinsoni,Notropis.heterolepis,Hybognathus.regius,Lythrurus.bellus,Centrarchus.macropterus,Notropis.harperi,Pteronotropis.hypselopterus,Hybopsis.winchelli,Notropis.hypsilepis,Notropis.lutipinnis,Campostoma.pauciradii,Lythrurus.atrapiculus,Notropis.baileyi,Notropis.heterodon,Luxilus.zonistius,Ameiurus.brunneus,Notropis.petersoni,Hybognathus.nuchalis,Orthodon.microlepidotus,Rhinichthys.falcatus,Enneacanthus.gloriosus,Mylocheilus.caurinus,Semotilus.thoreauianus,Gila.robusta,Ptychocheilus.lucius,Cyprinella.nivea,Notropis.cummingsae,Hybopsis.rubrifrons,Cyprinella.pyrrhomelas,Ameiurus.platycephalus,Cyprinella.zanema,Notropis.alborus,Notropis.scepticus,Notropis.maculatus,Notropis.spectrunculus,Phenacobius.crassilabrum,Notropis.chrosomus,Notropis.xaenocephalus,Phenacobius.catostomus,Enneacanthus.chaetodon,Micropterus.treculii,Notropis.amabilis,Gila.atraria,Acantharchus.pomotis,Notropis.altipinnis,Enneacanthus.obesus,Cyprinella.leedsi,Agosia.chrysogaster,Poeciliopsis.occidentalis,Pteronotropis.signipinnis,Cyprinella.callisema,Nocomis.raneyi,Noturus.furiosus,Ambloplites.cavifrons,Notropis.uranoscopus,Couesius.plumbeus,Dionda.serena,Notropis.candidus,Lythrurus.fumeus,Pteronotropis.grandipinnis,Hypophthalmichthys.molitrix,Gila.orcuttii,Hybopsis.amnis,Hypophthalmichthys.nobilis,Cyprinella.xaenura,Noturus.funebris,Macrhybopsis.gelida,Cyprinella.proserpina,Notropis.shumardi,Poecilia.formosa,Notropis.simus,Pimephales.tenellus,Cyprinodon.rubrofluviatilis,Notropis.bairdi,Cyprinella.lepida,Dionda.diaboli,Notropis.wickliffi,Notropis.atrocaudalis,Macrhybopsis.hyostoma,Lythrurus.roseipinnis,Rhinichthys.umatilla,Notropis.asperifrons,Pteronotropis.stonei,Notropis.semperasper,Lythrurus.matutinus,Notropis.chiliticus,Hybopsis.hypsinotus,Semotilus.lumbee,Cyprinella.chloristia,Notropis.amplamala,Cyprinella.gibbsi,Hybopsis.lineapunctata,Gila.bicolor,Chrosomus.cumberlandensis,Pteronotropis.metallicus
USGS-05082625,1993-05-24,9.05590053579363e-06,0.000317148196288633,9.05590053579363e-06,0.000317148196288633,0.000164543816858691,9.05590053579363e-06,0.000317148196288633,0.000317148196288633,0.000317148196288633,9.05590053579363e-06,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,9.05590053579363e-06,0.000317148196288633,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,0.000317148196288633,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,9.05590053579363e-06,0.000317148196288633,0.000317148196288633,9.05590053579363e-06,9.05590053579363e-06,0.000317148196288633,9.05590053579363e-06,0.000317148196288633,9.05590053579363e-06,9.05590053579363e-06,2.09476110193941e-05,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,9.05590053579363e-06,0.000317148196288633,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,0.000317148196288633,9.05590053579363e-06,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,0.000237309464076482,0.000237309464076482,0.000237309464076482,2.09476110193941e-05,0.000317148196288633,2.09476110193941e-05,0.000317148196288633,0.000317148196288633,0.000164543816858691,0.000317148196288633,0.000317148196288633,0.000237309464076482,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,9.05590053579363e-06,0.000237309464076482,0.000237309464076482,0.000237309464076482,2.09476110193941e-05,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000317148196288633,0.000317148196288633,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,9.05590053579363e-06,0.000237309464076482,0.000237309464076482,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000237309464076482,0.000164543816858691,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000237309464076482,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000317148196288633,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000317148196288633,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000317148196288633,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000317148196288633,0.000317148196288633,9.05590053579363e-06,9.05590053579363e-06,0.000317148196288633,9.05590053579363e-06,0.000317148196288633,9.05590053579363e-06,9.05590053579363e-06,2.09476110193941e-05,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000164543816858691,0.000317148196288633,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,0.000164543816858691,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,2.09476110193941e-05,9.05590053579363e-06,9.05590053579363e-06,0.000267706946823415,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06,9.05590053579363e-06
USGS-05082625,1993-05-25,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,0.000312594904573587,0.000160155655245767,8.92461423012171e-06,0.000312594904573587,0.000312594904573587,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,2.08550657236048e-05,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,0.000234218679103256,0.000234218679103256,0.000234218679103256,2.08550657236048e-05,0.000312594904573587,2.08550657236048e-05,0.000312594904573587,0.000312594904573587,0.000160155655245767,0.000312594904573587,0.000312594904573587,0.000234218679103256,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,0.000234218679103256,0.000234218679103256,0.000234218679103256,2.08550657236048e-05,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,0.000312594904573587,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,0.000234218679103256,0.000234218679103256,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000234218679103256,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000234218679103256,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,2.08550657236048e-05,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,2.08550657236048e-05,8.92461423012171e-06,8.92461423012171e-06,0.000262241353466359,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06
USGS-05082625,1993-05-26,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,0.000312594904573587,0.000160155655245767,8.92461423012171e-06,0.000312594904573587,0.000312594904573587,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,2.08550657236048e-05,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,0.000234218679103256,0.000234218679103256,0.000234218679103256,2.08550657236048e-05,0.000312594904573587,2.08550657236048e-05,0.000312594904573587,0.000312594904573587,0.000160155655245767,0.000312594904573587,0.000312594904573587,0.000234218679103256,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,0.000234218679103256,0.000234218679103256,0.000234218679103256,2.08550657236048e-05,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,0.000312594904573587,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,0.000234218679103256,0.000234218679103256,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000234218679103256,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000234218679103256,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,2.08550657236048e-05,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,0.000312594904573587,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,0.000160155655245767,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,2.08550657236048e-05,8.92461423012171e-06,8.92461423012171e-06,0.000262241353466359,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06,8.92461423012171e-06
USGS-05086000,1993-05-27,8.19016325668676e-06,0.000295100218687847,8.19016325668676e-06,0.000295100218687847,9.75371756202734e-05,8.19016325668676e-06,0.000295100218687847,0.000295100218687847,0.000295100218687847,8.19016325668676e-06,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,8.19016325668676e-06,0.000295100218687847,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,0.000295100218687847,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,8.19016325668676e-06,0.000295100218687847,0.000295100218687847,8.19016325668676e-06,8.19016325668676e-06,0.000295100218687847,8.19016325668676e-06,0.000295100218687847,8.19016325668676e-06,8.19016325668676e-06,1.99901290285201e-05,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,8.19016325668676e-06,0.000295100218687847,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,0.000295100218687847,8.19016325668676e-06,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,0.000237274497300431,0.000237274497300431,0.000237274497300431,1.99901290285201e-05,0.000295100218687847,1.99901290285201e-05,0.000295100218687847,0.000295100218687847,9.75371756202734e-05,0.000295100218687847,0.000295100218687847,0.000237274497300431,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,8.19016325668676e-06,0.000237274497300431,0.000237274497300431,0.000237274497300431,1.99901290285201e-05,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,0.000295100218687847,0.000295100218687847,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,8.19016325668676e-06,0.000237274497300431,0.000237274497300431,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,0.000237274497300431,9.75371756202734e-05,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,0.000237274497300431,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,0.000295100218687847,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,0.000295100218687847,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,0.000295100218687847,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,0.000295100218687847,0.000295100218687847,8.19016325668676e-06,8.19016325668676e-06,0.000295100218687847,8.19016325668676e-06,0.000295100218687847,8.19016325668676e-06,8.19016325668676e-06,1.99901290285201e-05,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,9.75371756202734e-05,0.000295100218687847,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,9.75371756202734e-05,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,1.99901290285201e-05,8.19016325668676e-06,8.19016325668676e-06,0.000217897694967837,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06,8.19016325668676e-06
